upkb_accession,gene_age,age_bin
Q9H9Y6,4300,>1000
Q9HA47,1488,>1000
Q9HA65,645,500-1000
Q9HA72,680,500-1000
Q9HAC7,1488,>1000
Q9HAF1,1488,>1000
Q9HAJ7,454,100-500
Q9HAP2,680,500-1000
Q9HAR2,886,500-1000
Q9HAU0,645,500-1000
Q9HAV5,680,500-1000
Q9HAW4,987,500-1000
Q9HAZ2,544,500-1000
Q9HB09,101,100-500
Q9HB55,645,500-1000
Q9HB58,1488,>1000
Q9HB63,987,500-1000
Q9HB71,987,500-1000
Q9HB75,645,500-1000
Q9HBA0,950,500-1000
Q9HBB8,424,100-500
Q9HBD1,987,500-1000
Q9HBE1,645,500-1000
Q9HBF4,1292,>1000
Q9HBG6,987,500-1000
Q9HBG7,544,500-1000
Q9HBI0,987,500-1000
Q9HBI1,987,500-1000
Q9HBL0,987,500-1000
Q9HBM0,680,500-1000
Q9HBR0,645,500-1000
Q9HBX8,645,500-1000
Q9HBX9,544,500-1000
Q9HBY8,987,500-1000
Q9HC10,680,500-1000
Q9HC29,645,500-1000
Q9HC38,987,500-1000
Q9HC73,36,<100
Q9HC96,1488,>1000
Q9HC98,544,500-1000
Q9HCC8,1292,>1000
Q9HCC9,1292,>1000
Q9HCD6,544,500-1000
Q9HCE1,886,500-1000
Q9HCE6,886,500-1000
Q9HCF6,680,500-1000
Q9HCG7,950,500-1000
Q9HCH0,454,100-500
Q9HCH5,645,500-1000
Q9HCJ0,645,500-1000
Q9HCK4,645,500-1000
Q9HCM2,987,500-1000
Q9HCM3,382,100-500
Q9HCM4,680,500-1000
Q9HCN2,36,<100
Q9HCN4,4300,>1000
Q9HCN6,382,100-500
Q9HCR9,680,500-1000
Q9HCX4,950,500-1000
Q9HD20,1714,>1000
Q9HD23,680,500-1000
Q9HD26,950,500-1000
Q9HD33,1714,>1000
Q9HD40,1064,>1000
Q9HD43,382,100-500
Q9HD47,454,100-500
Q9HD67,987,500-1000
Q9NNW7,645,500-1000
Q9NNX1,454,100-500
Q9NNX6,93,<100
Q9NP31,382,100-500
Q9NP64,645,500-1000
Q9NP71,680,500-1000
Q9NP72,645,500-1000
Q9NP73,886,500-1000
Q9NP74,645,500-1000
Q9NP78,1488,>1000
Q9NP80,987,500-1000
Q9NP87,680,500-1000
Q9NP99,168,100-500
Q9NPA1,680,500-1000
Q9NPC7,454,100-500
Q9NPH2,645,500-1000
Q9NPH3,680,500-1000
Q9NPH5,645,500-1000
Q9NPH6,3,<100
Q9NPI0,987,500-1000
Q9NPJ8,1292,>1000
Q9NPP4,454,100-500
Q9NPQ8,1488,>1000
Q9NQ11,4300,>1000
Q9NQ25,544,500-1000
Q9NQ29,1292,>1000
Q9NQ31,544,500-1000
Q9NQ36,886,500-1000
Q9NQ38,244,100-500
Q9NQ48,987,500-1000
Q9NQ55,4300,>1000
Q9NQ60,132,100-500
Q9NQ69,680,500-1000
Q9NQ75,987,500-1000
Q9NQ76,168,100-500
Q9NQ79,645,500-1000
Q9NQ86,645,500-1000
Q9NQ90,645,500-1000
Q9NQ94,544,500-1000
Q9NQB0,645,500-1000
Q9NQC1,1488,>1000
Q9NQC3,886,500-1000
Q9NQG7,645,500-1000
Q9NQH7,1488,>1000
Q9NQI0,1292,>1000
Q9NQQ7,1292,>1000
Q9NQR9,645,500-1000
Q9NQS3,680,500-1000
Q9NQV6,544,500-1000
Q9NQW1,4300,>1000
Q9NQW5,645,500-1000
Q9NQW7,645,500-1000
Q9NQX0,645,500-1000
Q9NQX1,645,500-1000
Q9NQX7,544,500-1000
Q9NQZ6,680,500-1000
Q9NR12,886,500-1000
Q9NR16,55,<100
Q9NR20,1714,>1000
Q9NR21,544,500-1000
Q9NR28,645,500-1000
Q9NR50,1488,>1000
Q9NR56,645,500-1000
Q9NR63,680,500-1000
Q9NR80,18,<100
Q9NR81,987,500-1000
Q9NR82,454,100-500
Q9NR83,332,100-500
Q9NR96,382,100-500
Q9NRA0,680,500-1000
Q9NRA1,645,500-1000
Q9NRA8,680,500-1000
Q9NRC1,987,500-1000
Q9NRC8,950,500-1000
Q9NRF2,810,500-1000
Q9NRG1,454,100-500
Q9NRI5,645,500-1000
Q9NRL3,1488,>1000
Q9NRN5,645,500-1000
Q9NRR4,987,500-1000
Q9NRS4,332,100-500
Q9NRY7,55,<100
Q9NRZ7,987,500-1000
Q9NRZ9,645,500-1000
Q9NS23,987,500-1000
Q9NS61,1488,>1000
Q9NS62,680,500-1000
Q9NS68,680,500-1000
Q9NS73,950,500-1000
Q9NS87,987,500-1000
Q9NSC5,645,500-1000
Q9NSD5,544,500-1000
Q9NSE2,645,500-1000
Q9NSG2,987,500-1000
Q9NSI6,544,500-1000
Q9NSI8,544,500-1000
Q9NSK0,645,500-1000
Q9NSK7,680,500-1000
Q9NSP4,680,500-1000
Q9NSU2,18,<100
Q9NSV4,1714,>1000
Q9NSY0,454,100-500
Q9NSY1,645,500-1000
Q9NTI2,645,500-1000
Q9NTI5,1714,>1000
Q9NTJ4,454,100-500
Q9NTK5,4300,>1000
Q9NTN9,987,500-1000
Q9NTW7,645,500-1000
Q9NTX5,1488,>1000
Q9NU63,168,100-500
Q9NUB1,1064,>1000
Q9NUG4,680,500-1000
Q9NUI1,1292,>1000
Q9NUJ1,680,500-1000
Q9NUK0,987,500-1000
Q9NUL3,886,500-1000
Q9NUL5,544,500-1000
Q9NUM3,1292,>1000
Q9NUN5,1488,>1000
Q9NUQ6,987,500-1000
Q9NUT2,1488,>1000
Q9NUZ1,1488,>1000
Q9NV58,645,500-1000
Q9NV79,645,500-1000
Q9NV88,1064,>1000
Q9NV96,645,500-1000
Q9NVA1,1488,>1000
Q9NVD3,886,500-1000
Q9NVE5,1714,>1000
Q9NVF9,1714,>1000
Q9NVG8,645,500-1000
Q9NVH1,1488,>1000
Q9NVH2,1064,>1000
Q9NVH6,950,500-1000
Q9NVI1,1064,>1000
Q9NVI7,987,500-1000
Q9NVK5,987,500-1000
Q9NVM4,987,500-1000
Q9NVN3,1488,>1000
Q9NVP4,987,500-1000
Q9NVQ4,987,500-1000
Q9NVS2,680,500-1000
Q9NVS9,1488,>1000
Q9NVU0,4300,>1000
Q9NVV5,645,500-1000
Q9NVX0,680,500-1000
Q9NVX7,1064,>1000
Q9NVZ3,1488,>1000
Q9NW15,950,500-1000
Q9NW68,645,500-1000
Q9NW81,810,500-1000
Q9NWB1,987,500-1000
Q9NWB6,987,500-1000
Q9NWF9,886,500-1000
Q9NWM0,1714,>1000
Q9NWQ4,886,500-1000
Q9NWS0,645,500-1000
Q9NWS1,645,500-1000
Q9NWS8,950,500-1000
Q9NWU5,1488,>1000
Q9NWV8,886,500-1000
Q9NWZ5,1488,>1000
Q9NX02,132,100-500
Q9NX40,645,500-1000
Q9NX45,244,100-500
Q9NX65,454,100-500
Q9NX78,680,500-1000
Q9NX95,645,500-1000
Q9NXA8,4300,>1000
Q9NXB0,987,500-1000
Q9NXC2,987,500-1000
Q9NXD2,4300,>1000
Q9NXE4,987,500-1000
Q9NXG0,680,500-1000
Q9NXG6,680,500-1000
Q9NXH9,4300,>1000
Q9NXL9,645,500-1000
Q9NXP7,332,100-500
Q9NXR7,987,500-1000
Q9NXR8,1292,>1000
Q9NXT0,70,<100
Q9NY27,332,100-500
Q9NY33,645,500-1000
Q9NY35,454,100-500
Q9NY46,424,100-500
Q9NY47,987,500-1000
Q9NY56,244,100-500
Q9NYA1,454,100-500
Q9NYB5,680,500-1000
Q9NYB9,645,500-1000
Q9NYC9,680,500-1000
Q9NYF5,987,500-1000
Q9NYF8,645,500-1000
Q9NYI0,4300,>1000
Q9NYK6,544,500-1000
Q9NYL2,332,100-500
Q9NYN1,544,500-1000
Q9NYP3,950,500-1000
Q9NYP7,1714,>1000
Q9NYR9,645,500-1000
Q9NYS7,886,500-1000
Q9NYV4,645,500-1000
Q9NYV6,1488,>1000
Q9NYX4,645,500-1000
Q9NYZ2,544,500-1000
Q9NYZ4,78,<100
Q9NZ09,950,500-1000
Q9NZ43,987,500-1000
Q9NZ52,680,500-1000
Q9NZ71,987,500-1000
Q9NZ94,645,500-1000
Q9NZA1,4300,>1000
Q9NZB2,950,500-1000
Q9NZB8,1488,>1000
Q9NZC2,332,100-500
Q9NZC4,645,500-1000
Q9NZC7,4300,>1000
Q9NZD1,680,500-1000
Q9NZH6,93,<100
Q9NZI2,1488,>1000
Q9NZI5,987,500-1000
Q9NZJ7,987,500-1000
Q9NZJ9,645,500-1000
Q9NZL4,645,500-1000
Q9NZL9,645,500-1000
Q9NZM1,680,500-1000
Q9NZM3,680,500-1000
Q9NZM6,987,500-1000
Q9NZN8,4300,>1000
Q9NZN9,987,500-1000
Q9NZQ0,1714,>1000
Q9NZQ3,1488,>1000
Q9NZQ7,382,100-500
Q9NZQ8,950,500-1000
Q9NZR4,454,100-500
Q9NZS2,382,100-500
Q9NZU7,1714,>1000
Q9P055,987,500-1000
Q9P0K1,645,500-1000
Q9P0K7,645,500-1000
Q9P0L2,645,500-1000
Q9P0L9,950,500-1000
Q9P0N5,950,500-1000
Q9P0N9,645,500-1000
Q9P0V9,680,500-1000
Q9P0W2,1714,>1000
Q9P0W8,950,500-1000
Q9P0X4,544,500-1000
Q9P121,454,100-500
Q9P1A6,645,500-1000
Q9P1Q0,1714,>1000
Q9P1U1,454,100-500
Q9P1W8,168,100-500
Q9P1Y6,987,500-1000
Q9P1Z2,950,500-1000
Q9P202,680,500-1000
Q9P203,886,500-1000
Q9P206,645,500-1000
Q9P218,70,<100
Q9P219,1064,>1000
Q9P225,987,500-1000
Q9P242,645,500-1000
Q9P243,645,500-1000
Q9P246,987,500-1000
Q9P283,987,500-1000
Q9P287,1488,>1000
Q9P289,544,500-1000
Q9P2D0,1292,>1000
Q9P2D1,645,500-1000
Q9P2D3,1488,>1000
Q9P2D6,4300,>1000
Q9P2D7,987,500-1000
Q9P2D8,987,500-1000
Q9P2F6,645,500-1000
Q9P2H3,987,500-1000
Q9P2J5,4300,>1000
Q9P2K1,645,500-1000
Q9P2K3,645,500-1000
Q9P2K5,950,500-1000
Q9P2K8,1292,>1000
Q9P2N2,886,500-1000
Q9P2N4,645,500-1000
Q9P2N6,987,500-1000
Q9P2N7,987,500-1000
Q9P2P6,70,<100
Q9P2R3,886,500-1000
Q9P2S6,950,500-1000
Q9P2T1,680,500-1000
Q9P2U7,987,500-1000
Q9P2W1,4300,>1000
Q9UBC1,645,500-1000
Q9UBC2,645,500-1000
Q9UBC3,645,500-1000
Q9UBD5,645,500-1000
Q9UBE0,1488,>1000
Q9UBF6,987,500-1000
Q9UBF8,4300,>1000
Q9UBI4,987,500-1000
Q9UBK2,645,500-1000
Q9UBK7,1714,>1000
Q9UBL0,987,500-1000
Q9UBL3,1488,>1000
Q9UBL9,645,500-1000
Q9UBM1,544,500-1000
Q9UBN4,950,500-1000
Q9UBP0,1488,>1000
Q9UBP9,987,500-1000
Q9UBR5,332,100-500
Q9UBS5,886,500-1000
Q9UBT6,4300,>1000
Q9UBT7,987,500-1000
Q9UBU3,332,100-500
Q9UBU8,1488,>1000
Q9UBW5,1488,>1000
Q9UBX7,244,100-500
Q9UBY9,886,500-1000
Q9UBZ9,987,500-1000
Q9UDX4,1488,>1000
Q9UDY2,886,500-1000
Q9UER7,987,500-1000
Q9UF11,950,500-1000
Q9UF33,544,500-1000
Q9UF56,1488,>1000
Q9UFF9,4300,>1000
Q9UG01,987,500-1000
Q9UGC7,645,500-1000
Q9UGI6,810,500-1000
Q9UGJ0,1488,>1000
Q9UGM3,680,500-1000
Q9UGN4,132,100-500
Q9UGQ2,950,500-1000
Q9UGV2,886,500-1000
Q9UH03,454,100-500
Q9UH17,70,<100
Q9UH77,680,500-1000
Q9UH92,987,500-1000
Q9UH99,454,100-500
Q9UHB4,1714,>1000
Q9UHB6,454,100-500
Q9UHB7,544,500-1000
Q9UHB9,4300,>1000
Q9UHC3,544,500-1000
Q9UHC7,1488,>1000
Q9UHC9,1488,>1000
Q9UHD0,544,500-1000
Q9UHD8,680,500-1000
Q9UHF0,382,100-500
Q9UHF4,544,500-1000
Q9UHF7,950,500-1000
Q9UHH9,1714,>1000
Q9UHI5,4300,>1000
Q9UHI7,1488,>1000
Q9UHJ9,886,500-1000
Q9UHK6,1292,>1000
Q9UHL9,544,500-1000
Q9UHP3,544,500-1000
Q9UHP7,55,<100
Q9UHQ1,4300,>1000
Q9UHV5,544,500-1000
Q9UHW5,4300,>1000
Q9UHW9,454,100-500
Q9UHX1,4300,>1000
Q9UHX3,382,100-500
Q9UI08,950,500-1000
Q9UI10,4300,>1000
Q9UI33,382,100-500
Q9UI36,886,500-1000
Q9UIB8,544,500-1000
Q9UIC8,645,500-1000
Q9UIF7,4300,>1000
Q9UIF8,1292,>1000
Q9UIF9,4300,>1000
Q9UIG8,645,500-1000
Q9UII2,168,100-500
Q9UII6,454,100-500
Q9UIJ7,987,500-1000
Q9UIK5,645,500-1000
Q9UIL1,950,500-1000
Q9UIQ6,950,500-1000
Q9UIR0,382,100-500
Q9UIS9,645,500-1000
Q9UJ14,680,500-1000
Q9UJ41,886,500-1000
Q9UJ68,424,100-500
Q9UJ78,987,500-1000
Q9UJ83,886,500-1000
Q9UJ98,454,100-500
Q9UJA3,1934,>1000
Q9UJA5,4300,>1000
Q9UJG1,645,500-1000
Q9UJT1,1488,>1000
Q9UJU2,544,500-1000
Q9UJU6,645,500-1000
Q9UJW0,1488,>1000
Q9UJW8,132,100-500
Q9UJX2,1714,>1000
Q9UJX4,1488,>1000
Q9UJX5,1064,>1000
Q9UJY5,1488,>1000
Q9UK23,987,500-1000
Q9UK53,987,500-1000
Q9UK58,1488,>1000
Q9UK61,645,500-1000
Q9UK76,132,100-500
Q9UK80,4300,>1000
Q9UK97,1292,>1000
Q9UK99,886,500-1000
Q9UKA8,680,500-1000
Q9UKA9,1064,>1000
Q9UKB1,1714,>1000
Q9UKE5,454,100-500
Q9UKF5,1292,>1000
Q9UKG9,680,500-1000
Q9UKI8,987,500-1000
Q9UKI9,950,500-1000
Q9UKJ0,70,<100
Q9UKJ1,70,<100
Q9UKJ3,645,500-1000
Q9UKP5,680,500-1000
Q9UKR0,168,100-500
Q9UKR8,382,100-500
Q9UKS7,544,500-1000
Q9UKT9,645,500-1000
Q9UKU0,132,100-500
Q9UKU7,1064,>1000
Q9UKV0,4300,>1000
Q9UKV3,454,100-500
Q9UKW4,645,500-1000
Q9UKW6,544,500-1000
Q9UKY7,645,500-1000
Q9UL03,424,100-500
Q9UL40,680,500-1000
Q9UL49,544,500-1000
Q9UL54,454,100-500
Q9UL68,680,500-1000
Q9ULB1,645,500-1000
Q9ULC0,332,100-500
Q9ULC4,4300,>1000
Q9ULC5,987,500-1000
Q9ULC8,680,500-1000
Q9ULD0,1488,>1000
Q9ULD2,645,500-1000
Q9ULD4,1488,>1000
Q9ULD6,987,500-1000
Q9ULG6,544,500-1000
Q9ULH0,680,500-1000
Q9ULH7,1292,>1000
Q9ULJ1,987,500-1000
Q9ULJ8,950,500-1000
Q9ULK2,1292,>1000
Q9ULK4,1064,>1000
Q9ULK6,645,500-1000
Q9ULP0,886,500-1000
Q9ULQ1,645,500-1000
Q9ULR0,1488,>1000
Q9ULT0,987,500-1000
Q9ULU4,987,500-1000
Q9ULU8,55,<100
Q9ULV0,645,500-1000
Q9ULV3,680,500-1000
Q9ULV4,1714,>1000
Q9ULZ0,18,<100
Q9ULZ3,382,100-500
Q9UM00,1488,>1000
Q9UM11,1488,>1000
Q9UM22,680,500-1000
Q9UM54,1488,>1000
Q9UMR2,645,500-1000
Q9UMR5,3,<100
Q9UMR7,680,500-1000
Q9UMS0,1488,>1000
Q9UMS6,544,500-1000
Q9UMX0,544,500-1000
Q9UMX1,886,500-1000
Q9UMX9,1488,>1000
Q9UMY4,1292,>1000
Q9UMZ2,3,<100
Q9UN30,101,100-500
Q9UN36,886,500-1000
Q9UN73,3,<100
Q9UNH5,987,500-1000
Q9UNH6,1064,>1000
Q9UNL4,454,100-500
Q9UNP4,645,500-1000
Q9UNP9,645,500-1000
Q9UNT1,1714,>1000
Q9UNW1,1488,>1000
Q9UNW8,12,<100
Q9UNZ2,1714,>1000
Q9UP52,645,500-1000
Q9UP65,645,500-1000
Q9UP83,1714,>1000
Q9UP95,1292,>1000
Q9UPE1,1064,>1000
Q9UPM6,680,500-1000
Q9UPN3,645,500-1000
Q9UPN4,987,500-1000
Q9UPP1,645,500-1000
Q9UPQ0,645,500-1000
Q9UPQ3,645,500-1000
Q9UPQ7,810,500-1000
Q9UPQ9,544,500-1000
Q9UPR0,1714,>1000
Q9UPR6,886,500-1000
Q9UPT5,1488,>1000
Q9UPU7,645,500-1000
Q9UPU9,1292,>1000
Q9UPV9,645,500-1000
Q9UPW5,645,500-1000
Q9UPX8,987,500-1000
Q9UPY3,1292,>1000
Q9UQ07,544,500-1000
Q9UQ16,424,100-500
Q9UQ26,680,500-1000
Q9UQ35,332,100-500
Q9UQ53,680,500-1000
Q9UQ74,168,100-500
Q9UQ88,1934,>1000
Q9UQB8,645,500-1000
Q9UQB9,132,100-500
Q9UQD0,544,500-1000
Q9UQL6,1488,>1000
Q9UQQ1,987,500-1000
Q9Y210,950,500-1000
Q9Y215,645,500-1000
Q9Y222,810,500-1000
Q9Y223,645,500-1000
Q9Y228,950,500-1000
Q9Y232,4300,>1000
Q9Y233,950,500-1000
Q9Y237,1488,>1000
Q9Y238,544,500-1000
Q9Y239,544,500-1000
Q9Y250,454,100-500
Q9Y251,544,500-1000
Q9Y252,544,500-1000
Q9Y275,680,500-1000
Q9Y279,454,100-500
Q9Y282,1488,>1000
Q9Y283,680,500-1000
Q9Y286,78,<100
Q9Y2C4,454,100-500
Q9Y2C5,680,500-1000
Q9Y2D2,1292,>1000
Q9Y2D5,544,500-1000
Q9Y2D8,680,500-1000
Q9Y2G0,1488,>1000
Q9Y2G2,86,<100
Q9Y2G4,645,500-1000
Q9Y2G5,987,500-1000
Q9Y2H0,645,500-1000
Q9Y2H2,4300,>1000
Q9Y2I1,1488,>1000
Q9Y2I2,645,500-1000
Q9Y2I7,1488,>1000
Q9Y2I8,4300,>1000
Q9Y2I9,645,500-1000
Q9Y2J2,987,500-1000
Q9Y2J4,544,500-1000
Q9Y2K2,1292,>1000
Q9Y2K5,645,500-1000
Q9Y2K7,454,100-500
Q9Y2L9,1488,>1000
Q9Y2M2,454,100-500
Q9Y2N7,332,100-500
Q9Y2Q0,645,500-1000
Q9Y2Q1,70,<100
Q9Y2Q3,987,500-1000
Q9Y2Q5,680,500-1000
Q9Y2R2,544,500-1000
Q9Y2T3,544,500-1000
Q9Y2T4,4300,>1000
Q9Y2U2,244,100-500
Q9Y2V7,1714,>1000
Q9Y2W7,1488,>1000
Q9Y2X0,680,500-1000
Q9Y2X7,645,500-1000
Q9Y2Z2,1488,>1000
Q9Y2Z9,1292,>1000
Q9Y303,987,500-1000
Q9Y305,886,500-1000
Q9Y316,4300,>1000
Q9Y345,950,500-1000
Q9Y371,645,500-1000
Q9Y383,1292,>1000
Q9Y3A3,1292,>1000
Q9Y3B7,1292,>1000
Q9Y3B8,1488,>1000
Q9Y3C1,132,100-500
Q9Y3C4,1488,>1000
Q9Y3E7,1714,>1000
Q9Y3I1,886,500-1000
Q9Y3M8,987,500-1000
Q9Y3P9,645,500-1000
Q9Y3Q7,1292,>1000
Q9Y3R0,680,500-1000
Q9Y3S1,987,500-1000
Q9Y3V2,645,500-1000
Q9Y3Y2,645,500-1000
Q9Y3Z3,4300,>1000
Q9Y421,1488,>1000
Q9Y426,454,100-500
Q9Y448,454,100-500
Q9Y450,4300,>1000
Q9Y462,544,500-1000
Q9Y463,454,100-500
Q9Y468,987,500-1000
Q9Y483,987,500-1000
Q9Y484,987,500-1000
Q9Y493,680,500-1000
Q9Y4B5,645,500-1000
Q9Y4B6,950,500-1000
Q9Y4C0,645,500-1000
Q9Y4D1,987,500-1000
Q9Y4E1,1064,>1000
Q9Y4E5,645,500-1000
Q9Y4E8,645,500-1000
Q9Y4F1,1488,>1000
Q9Y4F3,987,500-1000
Q9Y4F4,1488,>1000
Q9Y4F5,645,500-1000
Q9Y4I1,645,500-1000
Q9Y4I5,424,100-500
Q9Y4J8,645,500-1000
Q9Y4K1,645,500-1000
Q9Y4P1,1714,>1000
Q9Y4P8,645,500-1000
Q9Y4R7,987,500-1000
Q9Y4W2,544,500-1000
Q9Y4X0,4300,>1000
Q9Y4X4,950,500-1000
Q9Y520,645,500-1000
Q9Y566,645,500-1000
Q9Y570,1714,>1000
Q9Y572,645,500-1000
Q9Y575,645,500-1000
Q9Y587,645,500-1000
Q9Y597,987,500-1000
Q9Y5B6,1488,>1000
Q9Y5H2,8,<100
Q9Y5H7,18,<100
Q9Y5H9,3,<100
Q9Y5I2,3,<100
Q9Y5I3,8,<100
Q9Y5K3,950,500-1000
Q9Y5K5,1714,>1000
Q9Y5L0,1488,>1000
Q9Y5L3,645,500-1000
Q9Y5N1,424,100-500
Q9Y5P2,36,<100
Q9Y5P4,987,500-1000
Q9Y5Q8,1488,>1000
Q9Y5R5,680,500-1000
Q9Y5R6,645,500-1000
Q9Y5T5,4300,>1000
Q9Y5U5,987,500-1000
Q9Y5W7,987,500-1000
Q9Y5X5,544,500-1000
Q9Y5Z0,544,500-1000
Q9Y600,1064,>1000
Q9Y603,645,500-1000
Q9Y608,810,500-1000
Q9Y618,645,500-1000
Q9Y639,950,500-1000
Q9Y653,382,100-500
Q9Y680,4300,>1000
Q9Y694,1488,>1000
Q9Y697,4300,>1000
Q9Y6A1,1292,>1000
Q9Y6A2,544,500-1000
Q9Y6D9,950,500-1000
Q9Y6F6,645,500-1000
Q9Y6H5,680,500-1000
Q9Y6I3,454,100-500
Q9Y6I7,680,500-1000
Q9Y6J8,382,100-500
Q9Y6K1,645,500-1000
Q9Y6K8,645,500-1000
Q9Y6K9,454,100-500
Q9Y6M0,680,500-1000
Q9Y6M1,987,500-1000
Q9Y6M4,544,500-1000
Q9Y6M7,987,500-1000
Q9Y6N7,645,500-1000
Q9Y6N9,680,500-1000
Q9Y6P5,1064,>1000
Q9Y6Q2,544,500-1000
Q9Y6Q3,132,100-500
Q9Y6Q6,987,500-1000
Q9Y6Q9,544,500-1000
Q9Y6R1,987,500-1000
Q9Y6S9,987,500-1000
Q9Y6U3,1488,>1000
Q9Y6V0,645,500-1000
Q9Y6X3,645,500-1000
Q9Y6X6,645,500-1000
Q9Y6Y1,645,500-1000
W5XKT8,168,100-500
